,data_mes,satelite,bioma,qtd
548,2016-10-01,AQUA_M-T,Mata Atlântica,1210
549,2016-10-01,AQUA_M-T,Pampa,57
550,2016-10-01,AQUA_M-T,Pantanal,1066
551,2016-10-01,NPP-375,Amazônia,90900
552,2016-10-01,NPP-375,Caatinga,29742
553,2016-10-01,NPP-375,Cerrado,87936
554,2016-10-01,NPP-375,Mata Atlântica,11248
555,2016-10-01,NPP-375,Pampa,551
556,2016-10-01,NPP-375,Pantanal,9235
557,2016-10-01,NPP-375,,2
558,2016-11-01,AQUA_M-T,Amazônia,11610
559,2016-11-01,AQUA_M-T,Caatinga,2882
560,2016-11-01,AQUA_M-T,Cerrado,3647
561,2016-11-01,AQUA_M-T,Mata Atlântica,763
562,2016-11-01,AQUA_M-T,Pampa,43
563,2016-11-01,AQUA_M-T,Pantanal,215
564,2016-11-01,NPP-375,Amazônia,65519
565,2016-11-01,NPP-375,Caatinga,18452
566,2016-11-01,NPP-375,Cerrado,29233
567,2016-11-01,NPP-375,Mata Atlântica,6959
568,2016-11-01,NPP-375,Pampa,425
569,2016-11-01,NPP-375,Pantanal,1745
570,2016-12-01,AQUA_M-T,Amazônia,5124
571,2016-12-01,AQUA_M-T,Caatinga,1528
572,2016-12-01,AQUA_M-T,Cerrado,932
573,2016-12-01,AQUA_M-T,Mata Atlântica,439
574,2016-12-01,AQUA_M-T,Pampa,59
575,2016-12-01,AQUA_M-T,Pantanal,125
576,2016-12-01,NPP-375,Amazônia,29631
577,2016-12-01,NPP-375,Caatinga,8404
578,2016-12-01,NPP-375,Cerrado,6281
579,2016-12-01,NPP-375,Mata Atlântica,4827
580,2016-12-01,NPP-375,Pampa,616
581,2016-12-01,NPP-375,Pantanal,838
582,2017-01-01,AQUA_M-T,Amazônia,796
583,2017-01-01,AQUA_M-T,Caatinga,305
584,2017-01-01,AQUA_M-T,Cerrado,491
585,2017-01-01,AQUA_M-T,Mata Atlântica,385
586,2017-01-01,AQUA_M-T,Pampa,15
587,2017-01-01,AQUA_M-T,Pantanal,261
588,2017-01-01,NPP-375,Amazônia,4129
589,2017-01-01,NPP-375,Caatinga,3387
590,2017-01-01,NPP-375,Cerrado,3055
591,2017-01-01,NPP-375,Mata Atlântica,4629
592,2017-01-01,NPP-375,Pampa,121
593,2017-01-01,NPP-375,Pantanal,2553
594,2017-02-01,AQUA_M-T,Amazônia,379
595,2017-02-01,AQUA_M-T,Caatinga,81
596,2017-02-01,AQUA_M-T,Cerrado,376
597,2017-02-01,AQUA_M-T,Mata Atlântica,309
598,2017-02-01,AQUA_M-T,Pampa,21
599,2017-02-01,AQUA_M-T,Pantanal,73
600,2017-02-01,NPP-375,Amazônia,2086
601,2017-02-01,NPP-375,Caatinga,984
602,2017-02-01,NPP-375,Cerrado,1409
603,2017-02-01,NPP-375,Mata Atlântica,3356
604,2017-02-01,NPP-375,Pampa,203
605,2017-02-01,NPP-375,Pantanal,426
606,2017-03-01,AQUA_M-T,Amazônia,736
607,2017-03-01,AQUA_M-T,Caatinga,70
608,2017-03-01,AQUA_M-T,Cerrado,687
609,2017-03-01,AQUA_M-T,Mata Atlântica,330
610,2017-03-01,AQUA_M-T,Pampa,31
611,2017-03-01,AQUA_M-T,Pantanal,68
612,2017-03-01,NPP-375,Amazônia,2245
613,2017-03-01,NPP-375,Caatinga,918
614,2017-03-01,NPP-375,Cerrado,1649
615,2017-03-01,NPP-375,Mata Atlântica,2764
616,2017-03-01,NPP-375,Pampa,295
617,2017-03-01,NPP-375,Pantanal,417
618,2017-04-01,AQUA_M-T,Amazônia,618
619,2017-04-01,AQUA_M-T,Caatinga,49
620,2017-04-01,AQUA_M-T,Cerrado,696
621,2017-04-01,AQUA_M-T,Mata Atlântica,261
622,2017-04-01,AQUA_M-T,Pampa,41
623,2017-04-01,AQUA_M-T,Pantanal,38
624,2017-04-01,NPP-375,Amazônia,1684
625,2017-04-01,NPP-375,Caatinga,580
626,2017-04-01,NPP-375,Cerrado,2794
627,2017-04-01,NPP-375,Mata Atlântica,1941
628,2017-04-01,NPP-375,Pampa,279
629,2017-04-01,NPP-375,Pantanal,259
630,2017-04-01,NPP-375,,1
631,2017-05-01,AQUA_M-T,Amazônia,805
632,2017-05-01,AQUA_M-T,Caatinga,64
633,2017-05-01,AQUA_M-T,Cerrado,1428
634,2017-05-01,AQUA_M-T,Mata Atlântica,187
635,2017-05-01,AQUA_M-T,Pampa,39
636,2017-05-01,AQUA_M-T,Pantanal,48
637,2017-05-01,NPP-375,Amazônia,4777
638,2017-05-01,NPP-375,Caatinga,700
639,2017-05-01,NPP-375,Cerrado,8130
640,2017-05-01,NPP-375,Mata Atlântica,1461
641,2017-05-01,NPP-375,Pampa,187
642,2017-05-01,NPP-375,Pantanal,207
643,2017-06-01,AQUA_M-T,Amazônia,1759
644,2017-06-01,AQUA_M-T,Caatinga,78
645,2017-06-01,AQUA_M-T,Cerrado,2858
646,2017-06-01,AQUA_M-T,Mata Atlântica,531
647,2017-06-01,AQUA_M-T,Pampa,65
648,2017-06-01,AQUA_M-T,Pantanal,93
649,2017-06-01,NPP-375,Amazônia,11856
650,2017-06-01,NPP-375,Caatinga,888
651,2017-06-01,NPP-375,Cerrado,16527
652,2017-06-01,NPP-375,Mata Atlântica,2958
653,2017-06-01,NPP-375,Pampa,258
654,2017-06-01,NPP-375,Pantanal,543
655,2017-07-01,AQUA_M-T,Amazônia,7986
656,2017-07-01,AQUA_M-T,Caatinga,167
657,2017-07-01,AQUA_M-T,Cerrado,6258
658,2017-07-01,AQUA_M-T,Mata Atlântica,2285
659,2017-07-01,AQUA_M-T,Pampa,262
660,2017-07-01,AQUA_M-T,Pantanal,610
661,2017-07-01,NPP-375,Amazônia,44619
662,2017-07-01,NPP-375,Caatinga,1735
663,2017-07-01,NPP-375,Cerrado,35033
664,2017-07-01,NPP-375,Mata Atlântica,10468
665,2017-07-01,NPP-375,Pampa,1237
666,2017-07-01,NPP-375,Pantanal,3026
667,2017-08-01,AQUA_M-T,Amazônia,21244
668,2017-08-01,AQUA_M-T,Caatinga,795
669,2017-08-01,AQUA_M-T,Cerrado,10815
670,2017-08-01,AQUA_M-T,Mata Atlântica,3201
671,2017-08-01,AQUA_M-T,Pampa,233
672,2017-08-01,AQUA_M-T,Pantanal,1092
673,2017-08-01,NPP-375,Amazônia,143872
674,2017-08-01,NPP-375,Caatinga,6180
675,2017-08-01,NPP-375,Cerrado,82218
676,2017-08-01,NPP-375,Mata Atlântica,14830
677,2017-08-01,NPP-375,Pampa,1084
678,2017-08-01,NPP-375,Pantanal,6803
679,2017-09-01,AQUA_M-T,Amazônia,36569
680,2017-09-01,AQUA_M-T,Caatinga,1759
681,2017-09-01,AQUA_M-T,Cerrado,26975
682,2017-09-01,AQUA_M-T,Mata Atlântica,4939
683,2017-09-01,AQUA_M-T,Pampa,65
684,2017-09-01,AQUA_M-T,Pantanal,2588
685,2017-09-01,NPP-375,Amazônia,266394
686,2017-09-01,NPP-375,Caatinga,12407
687,2017-09-01,NPP-375,Cerrado,242393
688,2017-09-01,NPP-375,Mata Atlântica,29852
689,2017-09-01,NPP-375,Pampa,417
690,2017-09-01,NPP-375,Pantanal,19063
691,2017-10-01,AQUA_M-T,Amazônia,14457
692,2017-10-01,AQUA_M-T,Caatinga,4030
693,2017-10-01,AQUA_M-T,Cerrado,12393
694,2017-10-01,AQUA_M-T,Mata Atlântica,2003
695,2017-10-01,AQUA_M-T,Pampa,55
696,2017-10-01,AQUA_M-T,Pantanal,669
697,2017-10-01,NPP-375,Amazônia,118837
698,2017-10-01,NPP-375,Caatinga,26089
699,2017-10-01,NPP-375,Cerrado,137223
700,2017-10-01,NPP-375,Mata Atlântica,14970
701,2017-10-01,NPP-375,Pampa,205
702,2017-10-01,NPP-375,Pantanal,4701
703,2017-11-01,AQUA_M-T,Amazônia,14105
704,2017-11-01,AQUA_M-T,Caatinga,1792
705,2017-11-01,AQUA_M-T,Cerrado,2345
706,2017-11-01,AQUA_M-T,Mata Atlântica,818
707,2017-11-01,AQUA_M-T,Pampa,60
708,2017-11-01,AQUA_M-T,Pantanal,214
709,2017-11-01,NPP-375,Amazônia,87992
710,2017-11-01,NPP-375,Caatinga,10550
711,2017-11-01,NPP-375,Cerrado,18527
712,2017-11-01,NPP-375,Mata Atlântica,5507
713,2017-11-01,NPP-375,Pampa,712
714,2017-11-01,NPP-375,Pantanal,1741
715,2017-12-01,AQUA_M-T,Amazônia,7985
716,2017-12-01,AQUA_M-T,Caatinga,1814
717,2017-12-01,AQUA_M-T,Cerrado,1440
718,2017-12-01,AQUA_M-T,Mata Atlântica,348
719,2017-12-01,AQUA_M-T,Pampa,49
720,2017-12-01,AQUA_M-T,Pantanal,19
721,2017-12-01,NPP-375,Amazônia,58727
722,2017-12-01,NPP-375,Caatinga,9528
723,2017-12-01,NPP-375,Cerrado,8713
724,2017-12-01,NPP-375,Mata Atlântica,3379
725,2017-12-01,NPP-375,Pampa,841
726,2017-12-01,NPP-375,Pantanal,253
727,2018-01-01,AQUA_M-T,Amazônia,1444
728,2018-01-01,AQUA_M-T,Caatinga,316
729,2018-01-01,AQUA_M-T,Cerrado,521
730,2018-01-01,AQUA_M-T,Mata Atlântica,209
731,2018-01-01,AQUA_M-T,Pampa,40
732,2018-01-01,AQUA_M-T,Pantanal,23
733,2018-01-01,NPP-375,Amazônia,9439
734,2018-01-01,NPP-375,Caatinga,3289
735,2018-01-01,NPP-375,Cerrado,2759
736,2018-01-01,NPP-375,Mata Atlântica,2296
737,2018-01-01,NPP-375,Pampa,520
738,2018-01-01,NPP-375,Pantanal,120
739,2018-02-01,AQUA_M-T,Amazônia,888
740,2018-02-01,AQUA_M-T,Caatinga,30
741,2018-02-01,AQUA_M-T,Cerrado,235
742,2018-02-01,AQUA_M-T,Mata Atlântica,264
743,2018-02-01,AQUA_M-T,Pampa,51
744,2018-02-01,AQUA_M-T,Pantanal,8
745,2018-02-01,NPP-375,Amazônia,7311
746,2018-02-01,NPP-375,Caatinga,773
747,2018-02-01,NPP-375,Cerrado,973
748,2018-02-01,NPP-375,Mata Atlântica,2248
749,2018-02-01,NPP-375,Pampa,549
750,2018-02-01,NPP-375,Pantanal,65
751,2018-03-01,AQUA_M-T,Amazônia,1359
752,2018-03-01,AQUA_M-T,Caatinga,58
753,2018-03-01,AQUA_M-T,Cerrado,842
754,2018-03-01,AQUA_M-T,Mata Atlântica,323
755,2018-03-01,AQUA_M-T,Pampa,63
756,2018-03-01,AQUA_M-T,Pantanal,14
757,2018-03-01,NPP-375,Amazônia,10406
758,2018-03-01,NPP-375,Caatinga,865
759,2018-03-01,NPP-375,Cerrado,1325
760,2018-03-01,NPP-375,Mata Atlântica,1951
761,2018-03-01,NPP-375,Pampa,482
762,2018-03-01,NPP-375,Pantanal,81
763,2018-03-01,NPP-375,,2
764,2018-04-01,AQUA_M-T,Amazônia,513
765,2018-04-01,AQUA_M-T,Caatinga,28
766,2018-04-01,AQUA_M-T,Cerrado,549
767,2018-04-01,AQUA_M-T,Mata Atlântica,490
768,2018-04-01,AQUA_M-T,Pampa,57
769,2018-04-01,AQUA_M-T,Pantanal,19
770,2018-04-01,NPP-375,Amazônia,3528
771,2018-04-01,NPP-375,Caatinga,417
772,2018-04-01,NPP-375,Cerrado,2448
773,2018-04-01,NPP-375,Mata Atlântica,3360
774,2018-04-01,NPP-375,Pampa,330
775,2018-04-01,NPP-375,Pantanal,124
776,2018-05-01,AQUA_M-T,Amazônia,772
777,2018-05-01,AQUA_M-T,Caatinga,68
778,2018-05-01,AQUA_M-T,Cerrado,1729
779,2018-05-01,AQUA_M-T,Mata Atlântica,699
780,2018-05-01,AQUA_M-T,Pampa,70
781,2018-05-01,AQUA_M-T,Pantanal,28
782,2018-05-01,NPP-375,Amazônia,4923
783,2018-05-01,NPP-375,Caatinga,761
784,2018-05-01,NPP-375,Cerrado,10070
785,2018-05-01,NPP-375,Mata Atlântica,4077
786,2018-05-01,NPP-375,Pampa,293
787,2018-05-01,NPP-375,Pantanal,224
788,2018-06-01,AQUA_M-T,Amazônia,1980
789,2018-06-01,AQUA_M-T,Caatinga,196
790,2018-06-01,AQUA_M-T,Cerrado,2922
791,2018-06-01,AQUA_M-T,Mata Atlântica,613
792,2018-06-01,AQUA_M-T,Pampa,33
793,2018-06-01,AQUA_M-T,Pantanal,46
794,2018-06-01,NPP-375,Amazônia,12542
795,2018-06-01,NPP-375,Caatinga,1604
796,2018-06-01,NPP-375,Cerrado,17967
797,2018-06-01,NPP-375,Mata Atlântica,2858
798,2018-06-01,NPP-375,Pampa,159
799,2018-06-01,NPP-375,Pantanal,254
800,2018-07-01,AQUA_M-T,Amazônia,4788
801,2018-07-01,AQUA_M-T,Caatinga,594
802,2018-07-01,AQUA_M-T,Cerrado,5220
803,2018-07-01,AQUA_M-T,Mata Atlântica,1813
804,2018-07-01,AQUA_M-T,Pampa,47
805,2018-07-01,AQUA_M-T,Pantanal,190
806,2018-07-01,NPP-375,Amazônia,29508
807,2018-07-01,NPP-375,Caatinga,4513
808,2018-07-01,NPP-375,Cerrado,30828
809,2018-07-01,NPP-375,Mata Atlântica,10109
810,2018-07-01,NPP-375,Pampa,185
811,2018-07-01,NPP-375,Pantanal,928
812,2018-08-01,AQUA_M-T,Amazônia,10421
813,2018-08-01,AQUA_M-T,Caatinga,1516
814,2018-08-01,AQUA_M-T,Cerrado,7992
815,2018-08-01,AQUA_M-T,Mata Atlântica,2338
816,2018-08-01,AQUA_M-T,Pampa,232
817,2018-08-01,AQUA_M-T,Pantanal,275
818,2018-08-01,NPP-375,Amazônia,64492
819,2018-08-01,NPP-375,Caatinga,10890
820,2018-08-01,NPP-375,Cerrado,60618
821,2018-08-01,NPP-375,Mata Atlântica,11902
822,2018-08-01,NPP-375,Pampa,912
823,2018-08-01,NPP-375,Pantanal,1688
824,2018-09-01,AQUA_M-T,Amazônia,24803
825,2018-09-01,AQUA_M-T,Caatinga,2820
826,2018-09-01,AQUA_M-T,Cerrado,11467
827,2018-09-01,AQUA_M-T,Mata Atlântica,2309
828,2018-09-01,AQUA_M-T,Pampa,67
829,2018-09-01,AQUA_M-T,Pantanal,785
830,2018-09-01,NPP-375,Amazônia,141588
831,2018-09-01,NPP-375,Caatinga,21848
832,2018-09-01,NPP-375,Cerrado,101295
833,2018-09-01,NPP-375,Mata Atlântica,13229
834,2018-09-01,NPP-375,Pampa,500
835,2018-09-01,NPP-375,Pantanal,5250
836,2018-10-01,AQUA_M-T,Amazônia,10654
837,2018-10-01,AQUA_M-T,Caatinga,2476
838,2018-10-01,AQUA_M-T,Cerrado,5041
839,2018-10-01,AQUA_M-T,Mata Atlântica,1243
840,2018-10-01,AQUA_M-T,Pampa,34
841,2018-10-01,AQUA_M-T,Pantanal,120
842,2018-10-01,NPP-375,Amazônia,82932
843,2018-10-01,NPP-375,Caatinga,18907
844,2018-10-01,NPP-375,Cerrado,46473
845,2018-10-01,NPP-375,Mata Atlântica,8951
846,2018-10-01,NPP-375,Pampa,287
847,2018-10-01,NPP-375,Pantanal,1012
848,2018-11-01,AQUA_M-T,Amazônia,8881
849,2018-11-01,AQUA_M-T,Caatinga,1876
850,2018-11-01,AQUA_M-T,Cerrado,1763
851,2018-11-01,AQUA_M-T,Mata Atlântica,450
852,2018-11-01,AQUA_M-T,Pampa,24
853,2018-11-01,AQUA_M-T,Pantanal,20
854,2018-11-01,NPP-375,Amazônia,48466
855,2018-11-01,NPP-375,Caatinga,12844
856,2018-11-01,NPP-375,Cerrado,11307
857,2018-11-01,NPP-375,Mata Atlântica,4396
858,2018-11-01,NPP-375,Pampa,276
859,2018-11-01,NPP-375,Pantanal,165
860,2018-12-01,AQUA_M-T,Amazônia,1842
861,2018-12-01,AQUA_M-T,Caatinga,1369
862,2018-12-01,AQUA_M-T,Cerrado,1168
863,2018-12-01,AQUA_M-T,Mata Atlântica,547
864,2018-12-01,AQUA_M-T,Pampa,24
865,2018-12-01,AQUA_M-T,Pantanal,163
866,2018-12-01,NPP-375,Amazônia,13274
867,2018-12-01,NPP-375,Caatinga,7861
868,2018-12-01,NPP-375,Cerrado,8734
869,2018-12-01,NPP-375,Mata Atlântica,5596
870,2018-12-01,NPP-375,Pampa,328
871,2018-12-01,NPP-375,Pantanal,1356
872,2019-01-01,AQUA_M-T,Amazônia,1419
873,2019-01-01,AQUA_M-T,Caatinga,433
874,2019-01-01,AQUA_M-T,Cerrado,1213
875,2019-01-01,AQUA_M-T,Mata Atlântica,608
876,2019-01-01,AQUA_M-T,Pampa,20
877,2019-01-01,AQUA_M-T,Pantanal,337
878,2019-01-01,NPP-375,Amazônia,8350
879,2019-01-01,NPP-375,Caatinga,3494
880,2019-01-01,NPP-375,Cerrado,6205
881,2019-01-01,NPP-375,Mata Atlântica,5343
882,2019-01-01,NPP-375,Pampa,114
883,2019-01-01,NPP-375,Pantanal,2681
884,2019-02-01,AQUA_M-T,Amazônia,1368
885,2019-02-01,AQUA_M-T,Caatinga,73
886,2019-02-01,AQUA_M-T,Cerrado,574
887,2019-02-01,AQUA_M-T,Mata Atlântica,607
888,2019-02-01,AQUA_M-T,Pampa,32
889,2019-02-01,AQUA_M-T,Pantanal,211
890,2019-02-01,NPP-375,Amazônia,8181
891,2019-02-01,NPP-375,Caatinga,1106
892,2019-02-01,NPP-375,Cerrado,1999
893,2019-02-01,NPP-375,Mata Atlântica,5477
894,2019-02-01,NPP-375,Pampa,227
895,2019-02-01,NPP-375,Pantanal,2128
896,2019-03-01,AQUA_M-T,Amazônia,3383
897,2019-03-01,AQUA_M-T,Caatinga,58
898,2019-03-01,AQUA_M-T,Cerrado,936
899,2019-03-01,AQUA_M-T,Mata Atlântica,661
900,2019-03-01,AQUA_M-T,Pampa,82
901,2019-03-01,AQUA_M-T,Pantanal,93
902,2019-03-01,NPP-375,Amazônia,35253
903,2019-03-01,NPP-375,Caatinga,784
904,2019-03-01,NPP-375,Cerrado,1494
905,2019-03-01,NPP-375,Mata Atlântica,5275
906,2019-03-01,NPP-375,Pampa,537
907,2019-03-01,NPP-375,Pantanal,611
908,2019-04-01,AQUA_M-T,Amazônia,1702
909,2019-04-01,AQUA_M-T,Caatinga,28
910,2019-04-01,AQUA_M-T,Cerrado,753
911,2019-04-01,AQUA_M-T,Mata Atlântica,276
912,2019-04-01,AQUA_M-T,Pampa,50
913,2019-04-01,AQUA_M-T,Pantanal,33
914,2019-04-01,NPP-375,Amazônia,14091
915,2019-04-01,NPP-375,Caatinga,325
916,2019-04-01,NPP-375,Cerrado,2050
917,2019-04-01,NPP-375,Mata Atlântica,2029
918,2019-04-01,NPP-375,Pampa,306
919,2019-04-01,NPP-375,Pantanal,430
920,2019-05-01,AQUA_M-T,Amazônia,854
921,2019-05-01,AQUA_M-T,Caatinga,59
922,2019-05-01,AQUA_M-T,Cerrado,1719
923,2019-05-01,AQUA_M-T,Mata Atlântica,240
924,2019-05-01,AQUA_M-T,Pampa,23
925,2019-05-01,AQUA_M-T,Pantanal,68
926,2019-05-01,NPP-375,Amazônia,5654
927,2019-05-01,NPP-375,Caatinga,692
928,2019-05-01,NPP-375,Cerrado,8913
929,2019-05-01,NPP-375,Mata Atlântica,1794
930,2019-05-01,NPP-375,Pampa,111
931,2019-05-01,NPP-375,Pantanal,417
932,2019-06-01,AQUA_M-T,Amazônia,1880
933,2019-06-01,AQUA_M-T,Caatinga,135
934,2019-06-01,AQUA_M-T,Cerrado,4088
935,2019-06-01,AQUA_M-T,Mata Atlântica,814
936,2019-06-01,AQUA_M-T,Pampa,102
937,2019-06-01,AQUA_M-T,Pantanal,239
938,2019-06-01,NPP-375,Amazônia,13713
939,2019-06-01,NPP-375,Caatinga,1080
940,2019-06-01,NPP-375,Cerrado,23305
941,2019-06-01,NPP-375,Mata Atlântica,4101
942,2019-06-01,NPP-375,Pampa,284
943,2019-06-01,NPP-375,Pantanal,1233
944,2019-07-01,AQUA_M-T,Amazônia,5318
945,2019-07-01,AQUA_M-T,Caatinga,302
946,2019-07-01,AQUA_M-T,Cerrado,5346
947,2019-07-01,AQUA_M-T,Mata Atlântica,1712
948,2019-07-01,AQUA_M-T,Pampa,222
949,2019-07-01,AQUA_M-T,Pantanal,494
950,2019-07-01,NPP-375,Amazônia,35606
951,2019-07-01,NPP-375,Caatinga,2476
952,2019-07-01,NPP-375,Cerrado,35771
953,2019-07-01,NPP-375,Mata Atlântica,8613
954,2019-07-01,NPP-375,Pampa,996
955,2019-07-01,NPP-375,Pantanal,2563
956,2019-07-01,NPP-375,,1
957,2019-08-01,AQUA_M-T,Amazônia,30900
958,2019-08-01,AQUA_M-T,Caatinga,1304
959,2019-08-01,AQUA_M-T,Cerrado,12906
960,2019-08-01,AQUA_M-T,Mata Atlântica,4689
961,2019-08-01,AQUA_M-T,Pampa,446
962,2019-08-01,AQUA_M-T,Pantanal,1690
963,2019-08-01,NPP-375,Amazônia,209507
964,2019-08-01,NPP-375,Caatinga,11545
965,2019-08-01,NPP-375,Cerrado,101439
966,2019-08-01,NPP-375,Mata Atlântica,23229
967,2019-08-01,NPP-375,Pampa,1875
968,2019-08-01,NPP-375,Pantanal,11455
969,2019-09-01,AQUA_M-T,Amazônia,19925
970,2019-09-01,AQUA_M-T,Caatinga,2827
971,2019-09-01,AQUA_M-T,Cerrado,22989
972,2019-09-01,AQUA_M-T,Mata Atlântica,4333
973,2019-09-01,AQUA_M-T,Pampa,273
974,2019-09-01,AQUA_M-T,Pantanal,2887
975,2019-09-01,NPP-375,Amazônia,145101
976,2019-09-01,NPP-375,Caatinga,21116
977,2019-09-01,NPP-375,Cerrado,202563
978,2019-09-01,NPP-375,Mata Atlântica,22718
979,2019-09-01,NPP-375,Pampa,1233
980,2019-09-01,NPP-375,Pantanal,18208
981,2019-10-01,AQUA_M-T,Amazônia,7855
982,2019-10-01,AQUA_M-T,Caatinga,4716
983,2019-10-01,AQUA_M-T,Cerrado,8356
984,2019-10-01,AQUA_M-T,Mata Atlântica,2184
985,2019-10-01,AQUA_M-T,Pampa,72
986,2019-10-01,AQUA_M-T,Pantanal,2430
987,2019-10-01,NPP-375,Amazônia,58842
988,2019-10-01,NPP-375,Caatinga,31652
989,2019-10-01,NPP-375,Cerrado,85307
990,2019-10-01,NPP-375,Mata Atlântica,17474
991,2019-10-01,NPP-375,Pampa,506
992,2019-10-01,NPP-375,Pantanal,19153
993,2019-11-01,AQUA_M-T,Amazônia,11297
994,2019-11-01,AQUA_M-T,Caatinga,3212
995,2019-11-01,AQUA_M-T,Cerrado,3251
996,2019-11-01,AQUA_M-T,Mata Atlântica,1499
997,2019-11-01,AQUA_M-T,Pampa,30
998,2019-11-01,AQUA_M-T,Pantanal,1296
999,2019-11-01,NPP-375,Amazônia,65973
1000,2019-11-01,NPP-375,Caatinga,22062
1001,2019-11-01,NPP-375,Cerrado,28921
1002,2019-11-01,NPP-375,Mata Atlântica,12672
1003,2019-11-01,NPP-375,Pampa,185
1004,2019-11-01,NPP-375,Pantanal,10902
1005,2019-12-01,AQUA_M-T,Amazônia,3275
1006,2019-12-01,AQUA_M-T,Caatinga,1813
1007,2019-12-01,AQUA_M-T,Cerrado,1743
1008,2019-12-01,AQUA_M-T,Mata Atlântica,554
1009,2019-12-01,AQUA_M-T,Pampa,68
1010,2019-12-01,AQUA_M-T,Pantanal,247
1011,2019-12-01,NPP-375,Amazônia,21937
1012,2019-12-01,NPP-375,Caatinga,14872
1013,2019-12-01,NPP-375,Cerrado,12928
1014,2019-12-01,NPP-375,Mata Atlântica,5348
1015,2019-12-01,NPP-375,Pampa,840
1016,2019-12-01,NPP-375,Pantanal,1840
1017,2020-01-01,AQUA_M-T,Amazônia,1200
1018,2020-01-01,AQUA_M-T,Caatinga,293
1019,2020-01-01,AQUA_M-T,Cerrado,662
1020,2020-01-01,AQUA_M-T,Mata Atlântica,421
1021,2020-01-01,AQUA_M-T,Pampa,25
1022,2020-01-01,AQUA_M-T,Pantanal,265
1023,2020-01-01,NPP-375,Amazônia,5650
1024,2020-01-01,NPP-375,Caatinga,2826
1025,2020-01-01,NPP-375,Cerrado,3549
1026,2020-01-01,NPP-375,Mata Atlântica,4120
1027,2020-01-01,NPP-375,Pampa,271
1028,2020-01-01,NPP-375,Pantanal,4163
1029,2020-02-01,AQUA_M-T,Amazônia,1196
1030,2020-02-01,AQUA_M-T,Caatinga,62
1031,2020-02-01,AQUA_M-T,Cerrado,709
1032,2020-02-01,AQUA_M-T,Mata Atlântica,454
1033,2020-02-01,AQUA_M-T,Pampa,72
1034,2020-02-01,AQUA_M-T,Pantanal,164
1035,2020-02-01,NPP-375,Amazônia,5985
1036,2020-02-01,NPP-375,Caatinga,937
1037,2020-02-01,NPP-375,Cerrado,1827
1038,2020-02-01,NPP-375,Mata Atlântica,2814
1039,2020-02-01,NPP-375,Pampa,710
1040,2020-02-01,NPP-375,Pantanal,830
1041,2020-03-01,AQUA_M-T,Amazônia,1641
1042,2020-03-01,AQUA_M-T,Caatinga,22
1043,2020-03-01,AQUA_M-T,Cerrado,890
1044,2020-03-01,AQUA_M-T,Mata Atlântica,549
1045,2020-03-01,AQUA_M-T,Pampa,176
1046,2020-03-01,AQUA_M-T,Pantanal,602
1047,2020-03-01,NPP-375,Amazônia,7709
1048,2020-03-01,NPP-375,Caatinga,362
1049,2020-03-01,NPP-375,Cerrado,2734
1050,2020-03-01,NPP-375,Mata Atlântica,3903
1051,2020-03-01,NPP-375,Pampa,1414
1052,2020-03-01,NPP-375,Pantanal,6446
1053,2020-03-01,NPP-375,,1
1054,2020-04-01,AQUA_M-T,Amazônia,789
1055,2020-04-01,AQUA_M-T,Caatinga,38
1056,2020-04-01,AQUA_M-T,Cerrado,1158
1057,2020-04-01,AQUA_M-T,Mata Atlântica,1013
1058,2020-04-01,AQUA_M-T,Pampa,335
1059,2020-04-01,AQUA_M-T,Pantanal,784
1060,2020-04-01,NPP-375,Amazônia,2782
1061,2020-04-01,NPP-375,Caatinga,400
1062,2020-04-01,NPP-375,Cerrado,3480
1063,2020-04-01,NPP-375,Mata Atlântica,5471
1064,2020-04-01,NPP-375,Pampa,1487
1065,2020-04-01,NPP-375,Pantanal,6050
1066,2020-04-01,NPP-375,,2
1067,2020-05-01,AQUA_M-T,Amazônia,829
1068,2020-05-01,AQUA_M-T,Caatinga,42
1069,2020-05-01,AQUA_M-T,Cerrado,1481
1070,2020-05-01,AQUA_M-T,Mata Atlântica,1028
1071,2020-05-01,AQUA_M-T,Pampa,309
1072,2020-05-01,AQUA_M-T,Pantanal,313
1073,2020-05-01,NPP-375,Amazônia,5500
1074,2020-05-01,NPP-375,Caatinga,392
1075,2020-05-01,NPP-375,Cerrado,8031
1076,2020-05-01,NPP-375,Mata Atlântica,5072
1077,2020-05-01,NPP-375,Pampa,1159
1078,2020-05-01,NPP-375,Pantanal,2354
1079,2020-06-01,AQUA_M-T,Amazônia,2248
1080,2020-06-01,AQUA_M-T,Caatinga,83
1081,2020-06-01,AQUA_M-T,Cerrado,3487
1082,2020-06-01,AQUA_M-T,Mata Atlântica,802
1083,2020-06-01,AQUA_M-T,Pampa,83
1084,2020-06-01,AQUA_M-T,Pantanal,406
1085,2020-06-01,NPP-375,Amazônia,15890
1086,2020-06-01,NPP-375,Caatinga,701
1087,2020-06-01,NPP-375,Cerrado,19294
1088,2020-06-01,NPP-375,Mata Atlântica,4068
1089,2020-06-01,NPP-375,Pampa,334
1090,2020-06-01,NPP-375,Pantanal,2033
1091,2020-07-01,AQUA_M-T,Amazônia,6803
1092,2020-07-01,AQUA_M-T,Caatinga,265
1093,2020-07-01,AQUA_M-T,Cerrado,5663
1094,2020-07-01,AQUA_M-T,Mata Atlântica,1323
1095,2020-07-01,AQUA_M-T,Pampa,67
